0,2,4.97206,0.236872,1.10075,-296.004,2,4,5
1,2,4.97206,0.236872,1.10075,-296.004,2,4,5
2,2,4.97298,1.99092,2.10802,-255.705,1,4,5
3,2,4.5802,2.40755,2.63367,-123.267,2,4,5
4,5,7.16359,0.579898,6.46035,-316.815,4,10,11
5,5,8.39763,1.43145,7.45183,-96.5148,4,10,11
6,5,8.42898,2.51509,9.05554,-55.811,5,10,11
7,5,8.34614,2.46985,10.7726,-14.4387,5,16,17
8,4,5.73851,0.646209,9.01403,-108.734,4,4,5
9,5,2.35691,-0.426293,9.4443,-168.669,5,18,19
10,6,1.10878,1.33431,4.4119,-49.0124,6,18,19
11,7,4.49178,-1.60666,5.15461,-242.25,7,18,19
12,7,5.51206,-2.74136,6.21121,-1.96845,7,16,15
13,7,-7.0285,-2.87046,9.30883,-108.148,7,16,21
14,7,-8.06532,-2.76498,9.46157,-274.875,7,16,21
15,9,3.17912,-2.47663,12.6663,-7.79864,9,18,19
16,9,4.76456,-2.55408,11.5089,-0.539114,9,16,15
17,9,4.85173,-2.75364,10.9892,-1.20627,9,16,15
18,9,4.84215,-2.83572,10.3885,-7.65649,9,16,15
19,11,-5.55639,-2.82071,9.91351,-74.4801,11,16,21
20,14,-8.18222,-2.75104,9.59476,-67.7711,14,16,21
21,8,1.34952,-2.5739,11.4777,-0.682801,8,18,15
22,8,1.72322,-3.19792,12.0195,-0.684016,8,21,25
23,14,-2.33667,-3.47322,16.8345,-67.9614,13,20,23
24,14,-2.31728,-5.47276,17.567,-156.262,13,20,23
25,14,-2.0654,-6.43512,17.2591,-362.17,14,20,23
26,15,-2.04679,-7.60589,18.1473,-42.8317,13,20,23
27,14,-1.8814,-7.60734,19.7793,-68.6984,14,20,23
28,18,-4.98778,-3.78675,22.6155,-34.9066,17,22,22
29,18,-5.05503,-5.80928,24.3468,-29.0558,19,10,22
30,19,-4.5699,-6.63409,23.8011,-41.9381,18,10,22
31,19,-4.48843,-7.67292,23.5239,-1.82571,19,10,22
32,19,-4.57229,-8.23785,22.9957,-1.03272,19,22,22
33,19,-4.60076,-8.26563,21.4256,-14.3178,19,10,22
34,25,-5.86893,-0.0238835,14.5139,-28.1367,25,10,22
35,26,-6.26169,0.561334,15.6455,-48.4104,26,10,22
36,26,-8.0142,0.118915,15.3327,7.73116950771,26,10,22
