0,2,4.97206,0.236872,1.10075,-296.004,2,4,5
1,2,4.97206,0.236872,1.10075,-296.004,2,4,5
2,2,4.97298,1.99092,2.10802,-255.705,1,4,5
3,2,4.5802,2.40755,2.63367,-123.267,2,4,5
4,5,7.16359,0.579898,6.46035,-316.815,4,10,11
5,5,8.39763,1.43145,7.45183,-96.5148,4,10,11
6,5,8.42898,2.51509,9.05554,-55.811,5,10,11
7,5,8.34614,2.46985,10.7726,-14.4387,5,16,17
8,4,5.73851,0.646209,9.01403,-108.734,4,4,5
9,5,2.35691,-0.426293,9.4443,-168.669,5,18,19
10,6,1.10878,1.33431,4.4119,-49.0124,6,18,19
11,7,4.49178,-1.60666,5.15461,-242.25,7,18,19
12,7,5.51206,-2.74136,6.21121,-1.96845,7,16,15
13,7,-7.0285,-2.87046,9.30883,-108.148,7,16,21
14,7,-8.06532,-2.76498,9.46157,-274.875,7,16,21
15,9,3.17912,-2.47663,12.6663,-7.79864,9,18,19
16,9,4.76456,-2.55408,11.5089,-0.539114,9,16,15
17,9,4.85173,-2.75364,10.9892,-1.20627,9,16,15
18,9,4.84215,-2.83572,10.3885,-7.65649,9,16,15
19,11,-5.55639,-2.82071,9.91351,-74.4801,11,16,21
20,14,-8.18222,-2.75104,9.59476,-67.7711,14,16,21
21,8,1.34952,-2.5739,11.4777,-0.682801,8,18,19
22,8,1.72322,-3.19792,12.0195,-0.684016,8,18,19
23,14,-2.33667,-3.47322,16.8345,-67.9614,13,19,22
24,14,-2.31728,-5.47276,17.567,-156.262,13,19,22
25,14,-2.0654,-6.43512,17.2591,-362.17,14,19,22
26,15,-2.04679,-7.60589,18.1473,-42.8317,13,19,22
27,14,-1.8814,-7.60734,19.7793,-68.6984,14,19,22
28,17,-4.99721,-3.78379,22.6183,-34.703,16,20,23
29,16,-5.04404,-5.81094,24.3472,-29.1978,17,21,25
30,17,-4.54043,-6.6099,23.7824,-48.8761,16,20,23
31,17,-4.48734,-7.6217,23.5239,-2.2919,17,20,23
32,17,-4.57089,-8.19287,22.9925,-1.14724,17,20,23
33,17,-4.60019,-8.26785,21.4145,4.11603914686,17,20,23
